Method,NoiseFolder,Poisson,Gauss,File,PSNR,SSIM,MS-SSIM,MAE,LPIPS
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_063.tif,21.09790367113944,0.1367002401930236,0.7773998975753784,0.0663429126143455,0.716678549349308
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_061.tif,22.33640749603505,0.1692723157429088,0.7971444129943848,0.0552415363490581,0.619546590745449
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_062.tif,22.631636927429994,0.1249638992225219,0.769424557685852,0.0535164885222911,0.6607744425535202
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_067.tif,21.252444199882248,0.1480822960845214,0.7692078351974487,0.0643145963549614,0.694262208044529
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_066.tif,21.92595802703136,0.1472920626977933,0.7685825824737549,0.0598372742533683,0.6582028120756149
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_065.tif,21.884489405568964,0.1379701362184102,0.7860962748527527,0.0622860603034496,0.6587869837880135
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_068.tif,21.724975555498443,0.1279464331329994,0.7603550553321838,0.0626307725906372,0.714634096622467
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_069.tif,21.14171248596925,0.1435666322472931,0.7854588031768799,0.0668266713619232,0.6998109564185142
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_064.tif,21.876621959363263,0.1345096309087728,0.7852644324302673,0.0619351379573345,0.6907998979091644
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_070.tif,21.813136235994023,0.1491144583534534,0.77973473072052,0.0593949481844902,0.7045533925294876
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_071.tif,21.29043597619564,0.145290547080642,0.7775511741638184,0.0666987895965576,0.6901638761162758
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_072.tif,21.234145834581987,0.1173731521705655,0.749930739402771,0.0637945458292961,0.7416932955384254
CARE,poisson_16_gauss_0.1,16.0,0.1,sticks_073.tif,21.374005191610173,0.127823080491967,0.7743979692459106,0.0658986866474151,0.7027314007282257
